area_type,prefecture_code,sma_code,prefecture_name,area_name,column,fiscal_year,online_primary_count,online_primary_missing_components,standard_base_count,standard_base_missing_components,population_known_thousand,population_65plus_thousand,population_75plus_thousand,share_65plus,share_75plus,clinic_count_2023,remote_home_support_facilities_2023,online_per_100k_provider_location,standard_base_per_100k_provider_location,online_per_10000_standard_base,clinic_per_100k,online_per_clinic,online_components_complete,standard_base_components_complete
prefecture,06,,山形県,山形県,11,2024,7243.0,0,12838143.0,0,1055.0,362.0,188.0,0.34312796208530805,0.17819905213270143,881.0,1.0,686.5402843601896,1216885.5924170616,5.64178168135376,83.50710900473933,8.221339387060159,True,True
prefecture,07,,福島県,福島県,12,2024,10480.0,0,19604696.0,0,1812.0,585.0,289.0,0.3228476821192053,0.15949227373068434,1372.0,9.0,578.3664459161148,1081936.8653421632,5.345657999491551,75.71743929359823,7.6384839650145775,True,True
prefecture,08,,茨城県,茨城県,13,2024,10671.0,0,29108094.0,0,2852.0,860.0,424.0,0.3015427769985975,0.14866760168302945,1760.0,11.0,374.15848527349226,1020620.4067321178,3.665990634769834,61.711079943899016,6.063068181818182,True,True
prefecture,09,,栃木県,栃木県,14,2024,9744.0,0,22161945.0,0,1922.0,569.0,273.0,0.29604578563995837,0.14203954214360043,1482.0,5.0,506.9719042663892,1153066.8574401664,4.3967260093822995,77.10718002081165,6.574898785425101,True,True
prefecture,10,,群馬県,群馬県,15,2024,5910.0,0,21667912.0,0,1927.0,589.0,299.0,0.30565646081992737,0.1551634665282823,1563.0,9.0,306.69434353918007,1124437.571354437,2.727535537342038,81.11053450960041,3.781190019193858,True,True
prefecture,11,,埼玉県,埼玉県,16,2024,55074.0,0,76731862.0,0,7340.0,2000.0,1013.0,0.2724795640326976,0.13801089918256132,4530.0,37.0,750.3269754768393,1045393.2152588556,7.177461691207233,61.716621253406,12.157615894039735,True,True
prefecture,12,,千葉県,千葉県,17,2024,52690.0,0,64441606.0,0,6275.0,1748.0,892.0,0.2785657370517928,0.14215139442231076,3942.0,50.0,839.6812749003984,1026957.8645418327,8.176394610649524,62.820717131474105,13.366311516996449,True,True
prefecture,13,,東京都,東京都,18,2024,1172880.0,0,170213331.0,0,14010.0,3202.0,1701.0,0.22855103497501786,0.12141327623126338,14894.0,212.0,8371.734475374733,1214941.6916488223,68.90647125635536,106.30977872947895,78.74848932456023,True,True
prefecture,14,,神奈川県,神奈川県,19,2024,114033.0,0,103867087.0,0,9236.0,2376.0,1248.0,0.2572542226071893,0.13512343005630142,7150.0,76.0,1234.6578605456907,1124589.5084452145,10.978742476911863,77.41446513642269,15.94867132867133,True,True
prefecture,15,,新潟県,新潟県,20,2024,4540.0,0,22805138.0,0,2178.0,723.0,371.0,0.3319559228650138,0.17033976124885217,1655.0,12.0,208.44811753902664,1047067.8604224059,1.9907794462809214,75.98714416896235,2.743202416918429,True,True
prefecture,16,,富山県,富山県,21,2024,3297.0,0,10611894.0,0,1026.0,337.0,176.0,0.3284600389863548,0.17153996101364521,744.0,5.0,321.34502923976606,1034297.6608187135,3.106891192090686,72.51461988304094,4.431451612903226,True,True
prefecture,17,,石川県,石川県,22,2024,5539.0,0,11946700.0,0,1125.0,338.0,172.0,0.30044444444444446,0.15288888888888888,879.0,5.0,492.35555555555555,1061928.888888889,4.636426795684164,78.13333333333334,6.301478953356087,True,True
prefecture,18,,福井県,福井県,23,2024,4564.0,0,8315429.0,0,761.0,236.0,121.0,0.31011826544021026,0.1590013140604468,571.0,5.0,599.7371879106439,1092697.6346911958,5.48859235043676,75.03285151116951,7.992994746059544,True,True
prefecture,19,,山梨県,山梨県,24,2024,3044.0,0,9198465.0,0,806.0,252.0,130.0,0.31265508684863524,0.16129032258064516,726.0,3.0,377.66749379652606,1141248.759305211,3.309247792974154,90.07444168734492,4.192837465564739,True,True
prefecture,20,,長野県,長野県,25,2024,4747.0,0,21654262.0,0,2033.0,657.0,355.0,0.32316773241515,0.17461878996556812,1599.0,12.0,233.49729463846532,1065138.3177570093,2.1921781495023938,78.65223807181505,2.9687304565353347,True,True
prefecture,21,,岐阜県,岐阜県,26,2024,7601.0,0,23782501.0,0,1962.0,605.0,312.0,0.30835881753312944,0.15902140672782875,1598.0,15.0,387.41080530071355,1212156.014271152,3.19604737954179,81.44750254841998,4.756570713391739,True,True
prefecture,22,,静岡県,静岡県,27,2024,10818.0,0,42121294.0,0,3607.0,1099.0,568.0,0.30468533407263654,0.1574715830329914,2724.0,27.0,299.91682838924316,1167765.2897144442,2.5682971657993225,75.51982256723039,3.9713656387665197,True,True
prefecture,23,,愛知県,愛知県,28,2024,108130.0,0,91915583.0,0,7517.0,1918.0,992.0,0.25515498204070775,0.13196754024211788,5682.0,62.0,1438.4727949980045,1222769.4958094985,11.764055285380717,75.58866569110018,19.030271031326997,True,True
prefecture,24,,三重県,三重県,29,2024,6455.0,0,21390409.0,0,1756.0,531.0,276.0,0.30239179954441914,0.1571753986332574,1498.0,6.0,367.5968109339408,1218132.6309794988,3.0177076090503925,85.30751708428247,4.309078771695594,True,True
prefecture,25,,滋賀県,滋賀県,30,2024,3657.0,0,14766344.0,0,1410.0,376.0,187.0,0.26666666666666666,0.1326241134751773,1143.0,10.0,259.36170212765956,1047258.4397163121,2.4765778177726325,81.06382978723404,3.199475065616798,True,True
prefecture,26,,京都府,京都府,31,2024,12529.0,0,29047962.0,0,2562.0,758.0,400.0,0.29586260733801717,0.156128024980484,2488.0,20.0,489.032006245121,1133800.2341920375,4.313211370904438,97.11163153786104,5.035771704180064,True,True
prefecture,27,,大阪府,大阪府,32,2024,75884.0,0,113411051.0,0,8806.0,2442.0,1296.0,0.2773109243697479,0.1471723824665001,8877.0,95.0,861.7306382012264,1287883.8405632523,6.691058704675966,100.80626845332728,8.548383462881604,True,True
prefecture,28,,兵庫県,兵庫県,33,2024,39747.0,0,68473254.0,0,5432.0,1608.0,835.0,0.2960235640648012,0.15371870397643594,5196.0,56.0,731.719440353461,1260553.2768777614,5.804748230601104,95.65537555228276,7.649538106235566,True,True
prefecture,29,,奈良県,奈良県,34,2024,4586.0,0,15563368.0,0,1316.0,423.0,219.0,0.32142857142857145,0.16641337386018237,1213.0,2.0,348.4802431610942,1182626.7477203647,2.9466629588145703,92.17325227963526,3.780708985985161,True,True
prefecture,30,,和歌山県,和歌山県,35,2024,1207.0,0,12079282.0,0,914.0,308.0,163.0,0.33698030634573306,0.17833698030634573,1008.0,11.0,132.05689277899344,1321584.4638949672,0.999231576843723,110.28446389496717,1.1974206349206349,True,True
prefecture,31,,鳥取県,鳥取県,36,2024,891.0,0,6191835.0,0,549.0,180.0,92.0,0.32786885245901637,0.16757741347905283,474.0,3.0,162.29508196721312,1127838.7978142076,1.438991833600217,86.33879781420765,1.879746835443038,True,True
prefecture,32,,島根県,島根県,37,2024,9840.0,1,7676621.0,0,665.0,229.0,121.0,0.3443609022556391,0.18195488721804512,689.0,5.0,1479.6992481203008,1154379.0977443608,12.81813964763924,103.60902255639098,14.281567489114659,False,True
prefecture,33,,岡山県,岡山県,38,2024,3525.0,0,21637587.0,0,1876.0,575.0,305.0,0.30650319829424305,0.16257995735607675,1550.0,12.0,187.8997867803838,1153389.498933902,1.6291095675317215,82.62260127931769,2.274193548387097,True,True
prefecture,34,,広島県,広島県,39,2024,9047.0,0,35113985.0,0,2779.0,827.0,431.0,0.29758906081324216,0.15509175962576466,2521.0,34.0,325.54875854623964,1263547.4991003957,2.576466328159564,90.71608492263404,3.588655295517652,True,True
prefecture,35,,山口県,山口県,40,2024,1670.0,0,16981017.0,0,1328.0,465.0,245.0,0.3501506024096386,0.1844879518072289,1194.0,8.0,125.75301204819277,1278691.0391566264,0.9834511089647929,89.90963855421687,1.3986599664991626,True,True
prefecture,36,,徳島県,徳島県,41,2024,1957.0,0,8842937.0,0,712.0,247.0,125.0,0.34691011235955055,0.175561797752809,688.0,5.0,274.85955056179773,1241985.5337078653,2.213065636450876,96.62921348314607,2.8444767441860463,True,True
prefecture,37,,香川県,香川県,42,2024,581.0,0,12345201.0,0,942.0,303.0,155.0,0.321656050955414,0.16454352441613587,816.0,6.0,61.67728237791932,1310530.8917197452,0.4706282222541374,86.62420382165605,0.7120098039215687,True,True
prefecture,38,,愛媛県,愛媛県,43,2024,2720.0,0,16504537.0,0,1321.0,444.0,230.0,0.336109008327025,0.17411052233156699,1175.0,9.0,205.90461771385313,1249397.1990915972,1.6480316897105323,88.94776684330053,2.3148936170212764,True,True
prefecture,39,,高知県,高知県,44,2024,1826.0,0,7709622.0,0,684.0,245.0,131.0,0.358187134502924,0.1915204678362573,514.0,2.0,266.9590643274854,1127137.7192982456,2.3684689080735737,75.14619883040936,3.5525291828793772,True,True
prefecture,40,,福岡県,福岡県,45,2024,27821.0,0,65190931.0,0,5123.0,1445.0,721.0,0.28206129221159476,0.1407378489166504,4806.0,39.0,543.0607066172165,1272514.756978333,4.267618144615851,93.81221940269373,5.788805659592176,True,True
prefecture,41,,佐賀県,佐賀県,46,2024,3503.0,0,10881990.0,0,807.0,251.0,126.0,0.3110285006195787,0.15613382899628253,693.0,7.0,434.07682775712516,1348449.814126394,3.219080333652209,85.8736059479554,5.054834054834055,True,True
prefecture,42,,長崎県,長崎県,47,2024,2777.0,0,16582711.0,0,1296.0,435.0,219.0,0.33564814814814814,0.16898148148148148,1317.0,5.0,214.27469135802468,1279530.1697530865,1.6746357094446138,101.62037037037037,2.108580106302202,True,True
prefecture,43,,熊本県,熊本県,48,2024,13016.0,0,21613601.0,0,1729.0,551.0,283.0,0.31868131868131866,0.16367842683632158,1470.0,17.0,752.8050896471949,1250063.6784268364,6.0221339331655095,85.02024291497976,8.854421768707484,True,True
prefecture,44,,大分県,大分県,49,2024,2759.0,0,13447412.0,0,1115.0,376.0,195.0,0.33721973094170404,0.17488789237668162,947.0,7.0,247.44394618834082,1206045.919282511,2.051695895091189,84.93273542600897,2.9134107708553327,True,True
prefecture,45,,宮崎県,宮崎県,50,2024,3895.0,0,13447356.0,0,1060.0,351.0,178.0,0.3311320754716981,0.16792452830188678,906.0,3.0,367.45283018867923,1268618.4905660378,2.8964801705257153,85.47169811320755,4.299116997792495,True,True
prefecture,46,,鹿児島県,鹿児島県,51,2024,4606.0,0,19703852.0,0,1576.0,521.0,265.0,0.33058375634517767,0.1681472081218274,1369.0,13.0,292.25888324873097,1250244.416243655,2.337613985326321,86.86548223350253,3.364499634769905,True,True
prefecture,47,,沖縄県,沖縄県,52,2024,7687.0,0,14104046.0,0,1468.0,339.0,156.0,0.23092643051771117,0.10626702997275204,928.0,8.0,523.6376021798366,960766.0762942779,5.450209110208518,63.21525885558583,8.283405172413794,True,True
