area_type,prefecture_code,sma_code,prefecture_name,area_name,column,fiscal_year,procedure_code,procedure_name,count
prefecture,38,,愛媛県,愛媛県,43,2023,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,1872.0
prefecture,39,,高知県,高知県,44,2023,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,1090.0
prefecture,40,,福岡県,福岡県,45,2023,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,15297.0
prefecture,41,,佐賀県,佐賀県,46,2023,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,2664.0
prefecture,42,,長崎県,長崎県,47,2023,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,1553.0
prefecture,43,,熊本県,熊本県,48,2023,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,11177.0
prefecture,44,,大分県,大分県,49,2023,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,2541.0
prefecture,45,,宮崎県,宮崎県,50,2023,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,2160.0
prefecture,46,,鹿児島県,鹿児島県,51,2023,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,2828.0
prefecture,47,,沖縄県,沖縄県,52,2023,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,3803.0
prefecture,01,,北海道,北海道,6,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,341.0
prefecture,02,,青森県,青森県,7,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,03,,岩手県,岩手県,8,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,550.0
prefecture,04,,宮城県,宮城県,9,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,10.0
prefecture,05,,秋田県,秋田県,10,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,
prefecture,06,,山形県,山形県,11,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,452.0
prefecture,07,,福島県,福島県,12,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,818.0
prefecture,08,,茨城県,茨城県,13,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,471.0
prefecture,09,,栃木県,栃木県,14,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,298.0
prefecture,10,,群馬県,群馬県,15,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,11,,埼玉県,埼玉県,16,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,641.0
prefecture,12,,千葉県,千葉県,17,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,414.0
prefecture,13,,東京都,東京都,18,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,13709.0
prefecture,14,,神奈川県,神奈川県,19,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,912.0
prefecture,15,,新潟県,新潟県,20,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,16.0
prefecture,16,,富山県,富山県,21,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,17,,石川県,石川県,22,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,413.0
prefecture,18,,福井県,福井県,23,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,68.0
prefecture,19,,山梨県,山梨県,24,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,20,,長野県,長野県,25,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,1079.0
prefecture,21,,岐阜県,岐阜県,26,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,156.0
prefecture,22,,静岡県,静岡県,27,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,1563.0
prefecture,23,,愛知県,愛知県,28,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,462.0
prefecture,24,,三重県,三重県,29,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,318.0
prefecture,25,,滋賀県,滋賀県,30,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,26,,京都府,京都府,31,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,541.0
prefecture,27,,大阪府,大阪府,32,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,757.0
prefecture,28,,兵庫県,兵庫県,33,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,185.0
prefecture,29,,奈良県,奈良県,34,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,
prefecture,30,,和歌山県,和歌山県,35,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,31,,鳥取県,鳥取県,36,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,189.0
prefecture,32,,島根県,島根県,37,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,33,,岡山県,岡山県,38,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,14.0
prefecture,34,,広島県,広島県,39,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,158.0
prefecture,35,,山口県,山口県,40,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,18.0
prefecture,36,,徳島県,徳島県,41,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,76.0
prefecture,37,,香川県,香川県,42,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,38,,愛媛県,愛媛県,43,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,83.0
prefecture,39,,高知県,高知県,44,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,40,,福岡県,福岡県,45,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,102.0
prefecture,41,,佐賀県,佐賀県,46,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,
prefecture,42,,長崎県,長崎県,47,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,216.0
prefecture,43,,熊本県,熊本県,48,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,288.0
prefecture,44,,大分県,大分県,49,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,45,,宮崎県,宮崎県,50,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,102.0
prefecture,46,,鹿児島県,鹿児島県,51,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,47,,沖縄県,沖縄県,52,2023,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,
prefecture,01,,北海道,北海道,6,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,2477.0
prefecture,02,,青森県,青森県,7,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,1645.0
prefecture,03,,岩手県,岩手県,8,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,292.0
prefecture,04,,宮城県,宮城県,9,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,1514.0
prefecture,05,,秋田県,秋田県,10,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,912.0
prefecture,06,,山形県,山形県,11,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,502.0
prefecture,07,,福島県,福島県,12,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,3971.0
prefecture,08,,茨城県,茨城県,13,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,1281.0
prefecture,09,,栃木県,栃木県,14,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,529.0
prefecture,10,,群馬県,群馬県,15,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,580.0
prefecture,11,,埼玉県,埼玉県,16,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,19866.0
prefecture,12,,千葉県,千葉県,17,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,21022.0
prefecture,13,,東京都,東京都,18,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,561391.0
prefecture,14,,神奈川県,神奈川県,19,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,40546.0
prefecture,15,,新潟県,新潟県,20,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,747.0
prefecture,16,,富山県,富山県,21,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,137.0
prefecture,17,,石川県,石川県,22,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,263.0
prefecture,18,,福井県,福井県,23,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,69.0
prefecture,19,,山梨県,山梨県,24,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,637.0
prefecture,20,,長野県,長野県,25,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,242.0
prefecture,21,,岐阜県,岐阜県,26,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,1657.0
prefecture,22,,静岡県,静岡県,27,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,2824.0
prefecture,23,,愛知県,愛知県,28,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,45861.0
prefecture,24,,三重県,三重県,29,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,458.0
prefecture,25,,滋賀県,滋賀県,30,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,455.0
prefecture,26,,京都府,京都府,31,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,3594.0
prefecture,27,,大阪府,大阪府,32,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,10229.0
prefecture,28,,兵庫県,兵庫県,33,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,7327.0
prefecture,29,,奈良県,奈良県,34,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,859.0
prefecture,30,,和歌山県,和歌山県,35,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,141.0
prefecture,31,,鳥取県,鳥取県,36,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,64.0
prefecture,32,,島根県,島根県,37,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,1211.0
prefecture,33,,岡山県,岡山県,38,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,203.0
prefecture,34,,広島県,広島県,39,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,838.0
prefecture,35,,山口県,山口県,40,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,125.0
prefecture,36,,徳島県,徳島県,41,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,507.0
prefecture,37,,香川県,香川県,42,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,19.0
prefecture,38,,愛媛県,愛媛県,43,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,367.0
prefecture,39,,高知県,高知県,44,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,142.0
prefecture,40,,福岡県,福岡県,45,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,4014.0
prefecture,41,,佐賀県,佐賀県,46,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,376.0
prefecture,42,,長崎県,長崎県,47,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,116.0
prefecture,43,,熊本県,熊本県,48,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,959.0
prefecture,44,,大分県,大分県,49,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,128.0
prefecture,45,,宮崎県,宮崎県,50,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,530.0
prefecture,46,,鹿児島県,鹿児島県,51,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,70.0
prefecture,47,,沖縄県,沖縄県,52,2024,111014210,初診料（情報通信機器を用いた初診を行った場合）,3426.0
prefecture,01,,北海道,北海道,6,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,19571.0
prefecture,02,,青森県,青森県,7,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,2758.0
prefecture,03,,岩手県,岩手県,8,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,4273.0
prefecture,04,,宮城県,宮城県,9,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,5650.0
prefecture,05,,秋田県,秋田県,10,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,1310.0
prefecture,06,,山形県,山形県,11,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,6284.0
prefecture,07,,福島県,福島県,12,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,5970.0
prefecture,08,,茨城県,茨城県,13,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,9335.0
prefecture,09,,栃木県,栃木県,14,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,8761.0
prefecture,10,,群馬県,群馬県,15,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,5330.0
prefecture,11,,埼玉県,埼玉県,16,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,34966.0
prefecture,12,,千葉県,千葉県,17,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,31118.0
prefecture,13,,東京都,東京都,18,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,608729.0
prefecture,14,,神奈川県,神奈川県,19,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,72560.0
prefecture,15,,新潟県,新潟県,20,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,3749.0
prefecture,16,,富山県,富山県,21,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,3160.0
prefecture,17,,石川県,石川県,22,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,5199.0
prefecture,18,,福井県,福井県,23,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,4424.0
prefecture,19,,山梨県,山梨県,24,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,2393.0
prefecture,20,,長野県,長野県,25,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,4291.0
prefecture,21,,岐阜県,岐阜県,26,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,5836.0
prefecture,22,,静岡県,静岡県,27,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,7295.0
prefecture,23,,愛知県,愛知県,28,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,61754.0
prefecture,24,,三重県,三重県,29,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,5259.0
prefecture,25,,滋賀県,滋賀県,30,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,3202.0
prefecture,26,,京都府,京都府,31,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,7981.0
prefecture,27,,大阪府,大阪府,32,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,64482.0
prefecture,28,,兵庫県,兵庫県,33,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,32222.0
prefecture,29,,奈良県,奈良県,34,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,3699.0
prefecture,30,,和歌山県,和歌山県,35,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,1066.0
prefecture,31,,鳥取県,鳥取県,36,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,587.0
prefecture,32,,島根県,島根県,37,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,8629.0
prefecture,33,,岡山県,岡山県,38,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,3239.0
prefecture,34,,広島県,広島県,39,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,7923.0
prefecture,35,,山口県,山口県,40,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,1534.0
prefecture,36,,徳島県,徳島県,41,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,1246.0
prefecture,37,,香川県,香川県,42,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,562.0
prefecture,38,,愛媛県,愛媛県,43,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,2335.0
prefecture,39,,高知県,高知県,44,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,1635.0
prefecture,40,,福岡県,福岡県,45,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,23743.0
prefecture,41,,佐賀県,佐賀県,46,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,3127.0
prefecture,42,,長崎県,長崎県,47,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,2169.0
prefecture,43,,熊本県,熊本県,48,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,12031.0
prefecture,44,,大分県,大分県,49,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,2631.0
prefecture,45,,宮崎県,宮崎県,50,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,3274.0
prefecture,46,,鹿児島県,鹿児島県,51,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,4536.0
prefecture,47,,沖縄県,沖縄県,52,2024,112024210,再診料（一般病床２００床以上の病院を除く）（情報通信機器を用いた再診を行った場合）,4193.0
prefecture,01,,北海道,北海道,6,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,1039.0
prefecture,02,,青森県,青森県,7,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,
prefecture,03,,岩手県,岩手県,8,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,1014.0
prefecture,04,,宮城県,宮城県,9,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,21.0
prefecture,05,,秋田県,秋田県,10,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,
prefecture,06,,山形県,山形県,11,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,457.0
prefecture,07,,福島県,福島県,12,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,539.0
prefecture,08,,茨城県,茨城県,13,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,55.0
prefecture,09,,栃木県,栃木県,14,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,454.0
prefecture,10,,群馬県,群馬県,15,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,11,,埼玉県,埼玉県,16,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,242.0
prefecture,12,,千葉県,千葉県,17,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,550.0
prefecture,13,,東京都,東京都,18,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,2760.0
prefecture,14,,神奈川県,神奈川県,19,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,927.0
prefecture,15,,新潟県,新潟県,20,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,44.0
prefecture,16,,富山県,富山県,21,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,17,,石川県,石川県,22,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,77.0
prefecture,18,,福井県,福井県,23,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,71.0
prefecture,19,,山梨県,山梨県,24,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,14.0
prefecture,20,,長野県,長野県,25,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,214.0
prefecture,21,,岐阜県,岐阜県,26,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,108.0
prefecture,22,,静岡県,静岡県,27,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,699.0
prefecture,23,,愛知県,愛知県,28,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,515.0
prefecture,24,,三重県,三重県,29,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,738.0
prefecture,25,,滋賀県,滋賀県,30,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,26,,京都府,京都府,31,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,954.0
prefecture,27,,大阪府,大阪府,32,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,1173.0
prefecture,28,,兵庫県,兵庫県,33,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,198.0
prefecture,29,,奈良県,奈良県,34,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,28.0
prefecture,30,,和歌山県,和歌山県,35,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,31,,鳥取県,鳥取県,36,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,240.0
prefecture,32,,島根県,島根県,37,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,
prefecture,33,,岡山県,岡山県,38,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,83.0
prefecture,34,,広島県,広島県,39,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,286.0
prefecture,35,,山口県,山口県,40,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,11.0
prefecture,36,,徳島県,徳島県,41,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,204.0
prefecture,37,,香川県,香川県,42,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,38,,愛媛県,愛媛県,43,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,18.0
prefecture,39,,高知県,高知県,44,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,49.0
prefecture,40,,福岡県,福岡県,45,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,64.0
prefecture,41,,佐賀県,佐賀県,46,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,42,,長崎県,長崎県,47,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,492.0
prefecture,43,,熊本県,熊本県,48,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,26.0
prefecture,44,,大分県,大分県,49,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,45,,宮崎県,宮崎県,50,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,91.0
prefecture,46,,鹿児島県,鹿児島県,51,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,0.0
prefecture,47,,沖縄県,沖縄県,52,2024,112024710,外来診療料（情報通信機器を用いた再診を行った場合）,68.0
