year,prefecture_code,prefecture_name,sma_code,sma_name,reporting_facilities,facilities_with_observed_online_use,facilities_with_suppressed_online_component,observed_online_patient_days,top1_share_observed_pct,top2_share_observed_pct,top5_share_observed_pct,hhi_observed
2022,43,熊本県,4302,宇城,22.0,1.0,1.0,183.0,100.0,100.0,100.0,10000.0
2022,13,東京都,1311,北多摩南部,45.0,1.0,1.0,180.0,100.0,100.0,100.0,10000.0
2022,31,鳥取県,3101,東部,20.0,1.0,1.0,178.0,100.0,100.0,100.0,10000.0
2022,22,静岡県,2206,志太榛原,24.0,1.0,0.0,168.0,100.0,100.0,100.0,10000.0
2022,26,京都府,2605,山城北,27.0,1.0,0.0,167.0,100.0,100.0,100.0,10000.0
2022,39,高知県,3904,幡多,21.0,1.0,0.0,157.0,100.0,100.0,100.0,10000.0
2022,47,沖縄県,4702,中部,33.0,1.0,1.0,153.0,100.0,100.0,100.0,10000.0
2022,11,埼玉県,1102,南西部,38.0,3.0,3.0,150.0,72.66666666666667,93.33333333333333,100.0,5752.0
2022,17,石川県,1702,石川中央,83.0,2.0,0.0,147.0,91.83673469387756,100.0,100.0,8500.624739691795
2022,06,山形県,0603,置賜,19.0,2.0,0.0,145.0,90.3448275862069,100.0,100.0,8255.410225921521
2022,42,長崎県,4206,五島,11.0,1.0,0.0,142.0,100.0,100.0,100.0,10000.0
2022,05,秋田県,0503,能代・山本,10.0,1.0,0.0,140.0,100.0,100.0,100.0,10000.0
2022,16,富山県,1603,高岡,30.0,1.0,2.0,137.0,100.0,100.0,100.0,10000.0
2022,36,徳島県,3603,南部,23.0,1.0,0.0,133.0,100.0,100.0,100.0,10000.0
2022,35,山口県,3503,周南,32.0,3.0,1.0,129.0,51.162790697674424,87.59689922480621,100.0,4098.912324980471
2022,12,千葉県,1204,印旛,43.0,2.0,1.0,128.0,84.375,100.0,100.0,7363.28125
2022,17,石川県,1703,能登中部,11.0,1.0,1.0,127.0,100.0,100.0,100.0,10000.0
2022,01,北海道,0120,釧路,31.0,1.0,0.0,123.0,100.0,100.0,100.0,10000.0
2022,26,京都府,2602,中丹,19.0,1.0,0.0,111.0,100.0,100.0,100.0,10000.0
2022,31,鳥取県,3102,中部,15.0,2.0,0.0,110.0,62.727272727272734,100.0,100.0,5323.9669421487615
2022,09,栃木県,0901,県北,29.0,1.0,1.0,106.0,100.0,100.0,100.0,10000.0
2022,11,埼玉県,1106,川越比企,59.0,1.0,3.0,106.0,100.0,100.0,100.0,10000.0
2022,41,佐賀県,4102,東部,23.0,1.0,0.0,92.0,100.0,100.0,100.0,10000.0
2022,18,福井県,1802,奥越,8.0,1.0,0.0,91.0,100.0,100.0,100.0,10000.0
2022,26,京都府,2601,丹後,8.0,2.0,0.0,90.0,85.55555555555556,100.0,100.0,7528.3950617283945
2022,30,和歌山県,3001,和歌山,66.0,2.0,2.0,84.0,78.57142857142857,100.0,100.0,6632.65306122449
2022,43,熊本県,4311,天草,36.0,1.0,0.0,80.0,100.0,100.0,100.0,10000.0
2022,18,福井県,1804,嶺南,12.0,1.0,1.0,78.0,100.0,100.0,100.0,10000.0
2022,01,北海道,0101,南渡島,47.0,2.0,2.0,77.0,71.42857142857143,100.0,100.0,5918.367346938775
2022,08,茨城県,0807,取手・竜ヶ崎,31.0,1.0,0.0,77.0,100.0,100.0,100.0,10000.0
2022,08,茨城県,0806,つくば,22.0,1.0,1.0,69.0,100.0,100.0,100.0,10000.0
2022,02,青森県,0201,津軽地域,51.0,2.0,0.0,68.0,57.35294117647059,100.0,100.0,5108.131487889274
2022,08,茨城県,0805,土浦,21.0,1.0,0.0,68.0,100.0,100.0,100.0,10000.0
2022,34,広島県,3404,広島中央,27.0,3.0,2.0,67.0,43.28358208955223,74.62686567164178,100.0,3499.6658498552015
2022,01,北海道,0106,南空知,22.0,1.0,1.0,65.0,100.0,100.0,100.0,10000.0
2022,03,岩手県,0305,気仙,6.0,1.0,0.0,65.0,100.0,100.0,100.0,10000.0
2022,14,神奈川県,1404,川崎北部,26.0,2.0,1.0,62.0,62.903225806451616,100.0,100.0,5332.986472424558
2022,13,東京都,1307,区東部,80.0,1.0,4.0,60.0,100.0,100.0,100.0,10000.0
2022,14,神奈川県,1411,県西,28.0,1.0,1.0,56.0,100.0,100.0,100.0,10000.0
2022,17,石川県,1701,南加賀,28.0,1.0,0.0,54.0,100.0,100.0,100.0,10000.0
2022,11,埼玉県,1107,西部,61.0,2.0,0.0,52.0,51.92307692307693,100.0,100.0,5007.3964497041425
2022,14,神奈川県,1408,湘南西部,25.0,2.0,0.0,52.0,55.769230769230774,100.0,100.0,5066.568047337278
2022,34,広島県,3407,備北,16.0,1.0,1.0,52.0,100.0,100.0,100.0,10000.0
2022,40,福岡県,4004,筑紫,51.0,1.0,2.0,48.0,100.0,100.0,100.0,10000.0
2022,09,栃木県,0903,宇都宮,53.0,2.0,1.0,45.0,62.22222222222222,100.0,100.0,5298.765432098766
2022,46,鹿児島県,4610,肝属,40.0,1.0,0.0,45.0,100.0,100.0,100.0,10000.0
2022,03,岩手県,0302,岩手中部,19.0,1.0,0.0,44.0,100.0,100.0,100.0,10000.0
2022,40,福岡県,4006,久留米,90.0,1.0,1.0,43.0,100.0,100.0,100.0,10000.0
2022,44,大分県,4401,東部,65.0,2.0,2.0,43.0,74.4186046511628,100.0,100.0,6192.536506219577
2022,36,徳島県,3605,西部,21.0,2.0,0.0,40.0,60.0,100.0,100.0,5200.0
2022,11,埼玉県,1105,県央,28.0,2.0,2.0,37.0,67.56756756756756,100.0,100.0,5617.2388604821035
2022,01,北海道,0116,宗谷,12.0,1.0,1.0,36.0,100.0,100.0,100.0,10000.0
2022,32,島根県,3201,松江,25.0,1.0,0.0,35.0,100.0,100.0,100.0,10000.0
2022,34,広島県,3405,尾三,32.0,1.0,1.0,35.0,100.0,100.0,100.0,10000.0
2022,12,千葉県,1209,市原,19.0,2.0,3.0,34.0,61.76470588235294,100.0,100.0,5276.81660899654
2022,40,福岡県,4013,京築,25.0,1.0,0.0,34.0,100.0,100.0,100.0,10000.0
2022,10,群馬県,1004,高崎・安中,43.0,2.0,2.0,31.0,67.74193548387096,100.0,100.0,5629.552549427679
2022,15,新潟県,1505,魚沼,13.0,2.0,1.0,30.0,63.33333333333333,100.0,100.0,5355.555555555556
2022,04,宮城県,0409,石巻・登米・気仙沼,25.0,1.0,0.0,29.0,100.0,100.0,100.0,10000.0
2022,45,宮崎県,4501,宮崎東諸県,79.0,1.0,2.0,29.0,100.0,100.0,100.0,10000.0
2022,04,宮城県,0403,仙台,121.0,1.0,2.0,20.0,100.0,100.0,100.0,10000.0
2022,21,岐阜県,2105,飛騨,12.0,1.0,1.0,18.0,100.0,100.0,100.0,10000.0
